date,candidate_id,proposal_hash,source,expected_direction,stage,dev_ic,dev_t,blend_dev_gain,virgin_ic,virgin_t,virgin_n,holdout_ic,holdout_t,holdout_n,holdout_p_onesided,fresh_ic,fresh_t,fresh_n,family_n,bh_threshold,verdict,reasons,expression,canonical,lookback,n_nodes,coverage,screen_pass,blend_by_tier,mechanism_tag,cluster_id,cluster_rep,redundant_with,max_corr,corr_with,residual_dev_ic,residual_dev_t,residual_vs,model_dev_t,model_holdout_t,oracle_flags,quarantined,horizon,pooled_ic,pooled_t,pooled_n,pooled_p_onesided,recent_ic,recent_t,recent_n,recent_p_onesided,adoption_tier,rule_version,universe
2026-09-04,pool_h20_r1,2dae3fe27823,pool-release:20,positive,full,0.0808203021006092,5.955076880311679,0.0176308810191893,-0.0052752671947191,-0.2986545756225904,1007.0,0.0323988554630595,1.6460076779861017,221.0,0.0498810891306148,-0.0280711915856238,-2.0785190540602856,37.0,9.0,0.0,FAIL,structural: pooled p=0.4826 not rejected by BH q=0.1 over family n=9; only 1 of 2 unseen tiers positive in the declared direction (need 2) | probation: recent p=0.0955 not rejected by BH q=0.1 over family n=9,pool:h20:7 members,pool:h20:7 members,,,0.9995741040846304,,"{""virgin_early"": {""base"": 0.009192147666293768, ""blend"": 0.008992471407767976}, ""seen_dev"": {""base"": 0.01868448628423851, ""blend"": 0.03631536730342785}, ""holdout"": {""base"": 0.03773726192523346, ""blend"": 0.04140615490281681}, ""fresh"": {""base"": -0.03066206742765359, ""blend"": -0.028460587771769137}}",pool,,,,,,,,,3.803556263692026,1.639015909514019,,,20.0,0.0006397777893959,0.0436671707158589,1265.0,0.4825848541083747,0.0237267944522018,1.3076985820239049,258.0,0.0954877822450695,,v3 (pre-registered 2026-09-04): A literature = Sidak FWER 5% on two-sided holdout t; B mined = two adoption paths in one BH family (q=0.10): structural = pooled unseen-tier p (virgin+holdout+fresh) + >=2 tiers positive + recent not negative; probation = recent (holdout+fresh) p + holdout and fresh positive; both need dev blend gain > 0 and the negative-tier veto,
2026-09-04,sn_btm,41602dbfcad8,cc-miner:cc_20260904_pool3,positive,screen,-0.0072537883209516,-0.6358876444351605,,,,,,,,,,,,,,screen_fail,,sector_rank(book_to_market),sector_rank(book_to_market),0.0,2.0,0.9770341041568164,False,,value_btm_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_ey,afdaa3b1d312,cc-miner:cc_20260904_pool3,positive,screen,0.005484432824331,0.4802288309553977,,,,,,,,,,,,,,screen_fail,,sector_rank(earnings_yield),sector_rank(earnings_yield),0.0,2.0,0.972699349967336,False,,value_ey_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_gp,7e86bc4730af,cc-miner:cc_20260904_pool3,positive,screen,0.0049328159078883,0.5069062723043631,,,,,,,,,,,,,,screen_fail,,sector_rank(gross_profitability),sector_rank(gross_profitability),0.0,2.0,0.4936350216376781,False,,profitability_gp_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_ag,0c7e93bf93ed,cc-miner:cc_20260904_pool3,negative,screen,0.0112642914153757,1.032090363468856,,,,,,,,,,,,,,screen_fail,,sector_rank(asset_growth),sector_rank(asset_growth),0.0,2.0,0.9925035100320144,False,,asset_growth_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_accr,e08ca776acfd,cc-miner:cc_20260904_pool3,negative,screen,-0.0027391495132597,-0.3449501033898632,,,,,,,,,,,,,,screen_fail,,sector_rank(accruals),sector_rank(accruals),0.0,2.0,0.9880207750583804,False,,accruals_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_roe_chg,a29d10a71859,cc-miner:cc_20260904_pool3,positive,screen,0.0028997420180497,0.3734451923837355,,,,,,,,,,,,,,screen_fail,,"sector_rank(delta(roe, 63))","sector_rank(delta(roe, 63))",63.0,3.0,0.9131533261388204,False,,fundamental_momentum_roe_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_quality,31ddc9adbcd1,cc-miner:cc_20260904_pool3,positive,screen,-0.0002653675154439,-0.0304568946760408,,,,,,,,,,,,,,screen_fail,,sector_rank(gross_profitability) - sector_rank(asset_growth),"sub(sector_rank(gross_profitability), sector_rank(asset_growth))",0.0,5.0,0.4936350216376781,False,,quality_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_opm,80841bfb8e8b,cc-miner:cc_20260904_pool3,positive,screen,0.0308771121801753,3.3779949133060154,,,,,,,,,,,,,,screen_fail,,sector_rank(op_margin),sector_rank(op_margin),0.0,2.0,0.7164615989865121,False,,op_margin_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,intra_rev20,7901613f00a0,cc-miner:cc_20260904_pool3,negative,screen,0.0067265507868015,0.5120337257670505,,,,,,,,,,,,,,screen_fail,,"sector_demean(ts_sum(returns, 20))","sector_demean(ts_sum(returns, 20))",21.0,3.0,0.9998556285032646,False,,intra_industry_reversal,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_mom20,589125b290bd,cc-miner:cc_20260904_pool3,positive,screen,-0.0130570985098622,-0.669740094406324,,,,,,,,,,,,,,screen_fail,,"ts_sum(returns, 20) - sector_demean(ts_sum(returns, 20))","sub(ts_sum(returns, 20), sector_demean(ts_sum(returns, 20)))",21.0,6.0,0.9998556285032646,False,,industry_momentum_1m,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_mom120,9c56b5ed98da,cc-miner:cc_20260904_pool3,positive,screen,-0.0011107986774577,-0.0595414163748276,,,,,,,,,,,,,,screen_fail,,"ts_sum(returns, 120) - sector_demean(ts_sum(returns, 120))","sub(ts_sum(returns, 120), sector_demean(ts_sum(returns, 120)))",121.0,6.0,0.9991337710195876,False,,industry_momentum_6m,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,intra_mom120,9fcbf73cba5f,cc-miner:cc_20260904_pool3,positive,screen,-0.0016613708866006,-0.0961383129828902,,,,,,,,,,,,,,screen_fail,,"sector_demean(ts_sum(returns, 120))","sector_demean(ts_sum(returns, 120))",121.0,3.0,0.9991337710195876,False,,intra_industry_momentum,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_mom_12_7,324b1be29667,cc-miner:cc_20260904_pool3,positive,screen,0.0659298225063617,4.212326387553341,,,,,,,,,,,,,,screen_pass,,"delay(ts_sum(returns, 120), 125) - sector_demean(delay(ts_sum(returns, 120), 125))","sub(delay(ts_sum(returns, 120), 125), sector_demean(delay(ts_sum(returns, 120), 125)))",246.0,8.0,0.9979066132973368,True,,industry_intermediate_momentum,ind_mom_12_7,True,,0.372,prior:intermed_mom_12_7,0.0519296656619336,4.302035592651669,prior:intermed_mom_12_7,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_netmargin,e2b800df46eb,cc-miner:cc_20260904_pool3,positive,screen,0.0182144807488839,2.255987481618425,,,,,,,,,,,,,,screen_pass,,sector_rank(earnings_yield / sales_to_price),"sector_rank(div(earnings_yield, sales_to_price))",0.0,4.0,0.9129259410314622,True,,margin_sector_neutral,sn_netmargin,True,,0.166,prior:size_logmc,,2.255987481618425,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_roe,2b47531020de,cc-miner:cc_20260904_pool3,positive,screen,0.0090370617360255,1.0413081956111905,,,,,,,,,,,,,,screen_fail,,sector_rank(roe),sector_rank(roe),0.0,2.0,0.916224829731866,False,,profitability_roe_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_roe_chg,3859d5d51720,cc-miner:cc_20260904_pool3,positive,screen,0.0493035436854797,2.8856222598214085,,,,,,,,,,,,,,screen_pass,,"rank(delta(roe, 63)) - sector_demean(rank(delta(roe, 63)))","sub(rank(delta(roe, 63)), sector_demean(rank(delta(roe, 63))))",63.0,8.0,0.9131533261388204,True,,industry_fundamental_momentum,ind_roe_chg,True,,0.23,prior:roe_change_63,,2.8856222598214085,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_seas228,b558eb396e7d,cc-miner:cc_20260904_pool3,positive,screen,0.0507190649475576,3.6259183537284447,,,,,,,,,,,,,,screen_pass,,"delay(ts_sum(returns, 20), 228) - sector_demean(delay(ts_sum(returns, 20), 228))","sub(delay(ts_sum(returns, 20), 228), sector_demean(delay(ts_sum(returns, 20), 228)))",249.0,8.0,0.997863301848316,True,,industry_seasonality,ind_seas228,True,,0.4,prior:seasonality_1y_fix,0.0306639214079409,2.746217366764544,prior:seasonality_1y_fix,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_si,362498b69004,cc-miner:cc_20260904_pool3,negative,screen,-0.0311699669268278,-2.523623358905334,,,,,,,,,,,,,,screen_pass,,rank(days_to_cover) - sector_demean(rank(days_to_cover)),"sub(rank(days_to_cover), sector_demean(rank(days_to_cover)))",0.0,6.0,0.9982819791888488,True,,industry_short_interest,ind_si,True,,0.247,prior:si_ranksum20,,-2.523623358905334,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_svr20,0b78f6f2d3d6,cc-miner:cc_20260904_pool3,negative,screen,0.00690702048459,0.4055023099222048,,,,,,,,,,,,,,screen_fail,,"ts_mean(fillna(short_vol_ratio, 0), 20) - sector_demean(ts_mean(fillna(short_vol_ratio, 0), 20))","sub(ts_mean(fillna(short_vol_ratio, 0), 20), sector_demean(ts_mean(fillna(short_vol_ratio, 0), 20)))",20.0,8.0,0.9992023474805368,False,,industry_short_volume,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_insider250,a3a0bd28e235,cc-miner:cc_20260904_pool3,positive,screen,0.0283144206751976,1.6945681614393675,,,,,,,,,,,,,,screen_fail,,"rank(ts_sum(insider_buys, 250)) - sector_demean(rank(ts_sum(insider_buys, 250)))","sub(rank(ts_sum(insider_buys, 250)), sector_demean(rank(ts_sum(insider_buys, 250))))",250.0,8.0,0.9746664116103556,False,,industry_insider_buying,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_insider250,042e20d386fd,cc-miner:cc_20260904_pool3,positive,screen,-0.0123574540306552,-1.3997605580233097,,,,,,,,,,,,,,screen_fail,,"sector_rank(ts_sum(insider_buys, 250))","sector_rank(ts_sum(insider_buys, 250))",250.0,3.0,0.9746664116103556,False,,insider_buying_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,wiki_attn_dir,37a989e064ce,cc-miner:cc_20260904_pool3,negative,screen,0.0014394385993107,0.3191655297621775,,,,,,,,,,,,,,screen_fail,,"(rank(log(wiki_views) - ts_mean(log(wiki_views), 60)) - 0.5) * (rank(ts_sum(returns, 20)) - 0.5)","mul(sub(rank(sub(log(wiki_views), ts_mean(log(wiki_views), 60))), 0.5), sub(rank(ts_sum(returns, 20)), 0.5))",60.0,13.0,0.9664444548712748,False,,attention_amplified_reversal,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_opm_fill,7349e2dbc3b9,cc-miner:cc_20260904_pool3,positive,screen,0.0310968749986901,3.392427953393605,,,,,,,,,,,,,,screen_fail,,"fillna(sector_rank(op_margin), 0.5)","fillna(sector_rank(op_margin), 0.5)",0.0,3.0,0.7828977524967246,False,,op_margin_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_ey_chg,f90c3d12719b,cc-miner:cc_20260904_pool3,positive,screen,0.0503912019022461,2.6144943219903567,,,,,,,,,,,,,,screen_pass,,"rank(delta(earnings_yield, 63)) - sector_demean(rank(delta(earnings_yield, 63)))","sub(rank(delta(earnings_yield, 63)), sector_demean(rank(delta(earnings_yield, 63))))",63.0,8.0,0.970862222671378,True,,industry_fundamental_momentum,ind_ey_chg,True,,0.48,prior:ind_roe_chg,0.0484660954563411,2.4034858270631743,prior:ind_roe_chg,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_tone,60576b645e2e,cc-miner:cc_20260904_pool3,positive,screen,0.0272972185984023,1.7385700837753608,,,,,,,,,,,,,,screen_fail,,"rank(ts_mean(fillna(news_tone, 0), 20) - ts_mean(fillna(news_tone, 0), 120)) - sector_demean(rank(ts_mean(fillna(news_tone, 0), 20) - ts_mean(fillna(news_tone, 0), 120)))","sub(rank(sub(ts_mean(fillna(news_tone, 0), 20), ts_mean(fillna(news_tone, 0), 120))), sector_demean(rank(sub(ts_mean(fillna(news_tone, 0), 20), ts_mean(fillna(news_tone, 0), 120)))))",120.0,18.0,0.9537830746075804,False,,industry_news_tone,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_turnover,2133d87bdee8,cc-miner:cc_20260904_pool3,negative,screen,-0.0025657673781038,-0.1279275814173938,,,,,,,,,,,,,,screen_fail,,"rank(ts_mean(turnover, 20)) - sector_demean(rank(ts_mean(turnover, 20)))","sub(rank(ts_mean(turnover, 20)), sector_demean(rank(ts_mean(turnover, 20))))",20.0,8.0,0.9764854924692218,False,,industry_turnover_sentiment,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_seas105,9997758aa99b,cc-miner:cc_20260904_pool3,positive,screen,0.018971996754696,1.1315278941382652,,,,,,,,,,,,,,screen_fail,,"delay(ts_sum(returns, 20), 105) - sector_demean(delay(ts_sum(returns, 20), 105))","sub(delay(ts_sum(returns, 20), 105), sector_demean(delay(ts_sum(returns, 20), 105)))",126.0,8.0,0.9990976781454036,False,,industry_seasonality,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_inst_flow,79bf4c7fa23f,cc-miner:cc_20260904_pool3,positive,screen,0.0244330306918216,1.4569835768560715,,,,,,,,,,,,,,screen_fail,,"rank(delta(inst_holders, 63)) - sector_demean(rank(delta(inst_holders, 63)))","sub(rank(delta(inst_holders, 63)), sector_demean(rank(delta(inst_holders, 63))))",63.0,8.0,0.9791094444223876,False,,industry_institutional_flow,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_wiki,27b7fb86e8fb,cc-miner:cc_20260904_pool3,negative,screen,0.0039596923334284,0.3393890707587692,,,,,,,,,,,,,,screen_fail,,"rank(log(wiki_views) - ts_mean(log(wiki_views), 60)) - sector_demean(rank(log(wiki_views) - ts_mean(log(wiki_views), 60)))","sub(rank(sub(log(wiki_views), ts_mean(log(wiki_views), 60))), sector_demean(rank(sub(log(wiki_views), ts_mean(log(wiki_views), 60)))))",60.0,16.0,0.9664444548712748,False,,industry_retail_attention,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_dtc,e54be8d3cf4a,cc-miner:cc_20260904_pool3,negative,screen,-0.0301010124283951,-3.906536764912424,,,,,,,,,,,,,,screen_pass,,sector_rank(days_to_cover),sector_rank(days_to_cover),0.0,2.0,0.9982819791888488,True,,short_interest_sector_neutral,si_ranksum20,False,si_ranksum20,0.823,prior:si_ranksum20,0.0077580553413935,0.6948821747094701,prior:si_ranksum20,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_inst_own,23493ec3731f,cc-miner:cc_20260904_pool3,negative,screen,-0.0207817618334856,-2.2916101753837697,,,,,,,,,,,,,,screen_pass,,sector_rank(inst_own),sector_rank(inst_own),0.0,2.0,0.9600596254281516,True,,institutional_crowding_sector_neutral,sn_inst_own,True,,-0.366,prior:size_logmc,-0.0130301066809597,-1.3632045522308176,prior:size_logmc,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_high52,4acf9661da59,cc-miner:cc_20260904_pool3,positive,screen,0.005915871394526,0.3015431508797749,,,,,,,,,,,,,,screen_fail,,"rank(close / ts_max(high, 250)) - sector_demean(rank(close / ts_max(high, 250)))","sub(rank(div(close, ts_max(high, 250))), sector_demean(rank(div(close, ts_max(high, 250)))))",250.0,12.0,0.9978488646986424,False,,industry_52w_high,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_insider_sells250,1f5744f28f2d,cc-miner:cc_20260904_pool3,negative,screen,0.0066746218613192,0.334559020287604,,,,,,,,,,,,,,screen_fail,,"rank(ts_sum(insider_sells, 250)) - sector_demean(rank(ts_sum(insider_sells, 250)))","sub(rank(ts_sum(insider_sells, 250)), sector_demean(rank(ts_sum(insider_sells, 250))))",250.0,8.0,0.9746664116103556,False,,industry_insider_selling,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_si_chg,e9d927f27ae9,cc-miner:cc_20260904_pool3,negative,screen,0.0202991118130358,1.6304566638135412,,,,,,,,,,,,,,screen_fail,,"rank(delta(days_to_cover, 21)) - sector_demean(rank(delta(days_to_cover, 21)))","sub(rank(delta(days_to_cover, 21)), sector_demean(rank(delta(days_to_cover, 21))))",21.0,8.0,0.99767561890256,False,,industry_short_interest_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_turnover,b35cbc83a684,cc-miner:cc_20260904_pool3,negative,screen,-0.0162188254270395,-1.0523289364755626,,,,,,,,,,,,,,screen_fail,,"sector_rank(ts_mean(turnover, 20))","sector_rank(ts_mean(turnover, 20))",20.0,3.0,0.9764854924692218,False,,turnover_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_inst_top5,d6ede5fb896e,cc-miner:cc_20260904_pool3,positive,screen,-0.0088630217578677,-0.9617933221740198,,,,,,,,,,,,,,screen_fail,,sector_rank(inst_top5),sector_rank(inst_top5),0.0,2.0,0.9795642146371042,False,,institutional_concentration_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_capex_chg,cbb22c77f964,cc-miner:cc_20260904_pool3,negative,screen,-0.0054151601179639,-0.5752225243483978,,,,,,,,,,,,,,screen_fail,,"sector_rank(delta(capex_to_assets, 63))","sector_rank(delta(capex_to_assets, 63))",63.0,3.0,0.8367014000425896,False,,capex_change_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sn_rd,50649ccc583d,cc-miner:cc_20260904_pool3,positive,screen,0.0102980667161844,1.0753738440275518,,,,,,,,,,,,,,screen_fail,,sector_rank(rd_to_sales),sector_rank(rd_to_sales),0.0,2.0,0.9287887592352642,False,,rd_intensity_sector_neutral,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,ind_volvol,9dbc44439061,cc-miner:cc_20260904_pool3,negative,screen,-0.0220899923930805,-1.2101178723811978,,,,,,,,,,,,,,screen_fail,,"rank(ts_max(volume, 60) / ts_mean(volume, 60)) - sector_demean(rank(ts_max(volume, 60) / ts_mean(volume, 60)))","sub(rank(div(ts_max(volume, 60), ts_mean(volume, 60))), sector_demean(rank(div(ts_max(volume, 60), ts_mean(volume, 60)))))",60.0,14.0,0.9995741040846304,False,,industry_volume_spike,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,dtc_chg21_secmean,894e2064754e,cc-miner:cc_20260904_pool4,negative,screen,0.0241833007396905,1.8964603664833384,,,,,,,,,,,,,,screen_fail,,"delta(days_to_cover, 21) - sector_demean(delta(days_to_cover, 21))","sub(delta(days_to_cover, 21), sector_demean(delta(days_to_cover, 21)))",21.0,6.0,0.99767561890256,False,,sector_short_pressure_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,breadth_chg63_secmean,f06357c927a6,cc-miner:cc_20260904_pool4,positive,screen,0.0109930590738133,0.6027814428433255,,,,,,,,,,,,,,screen_fail,,"delta(inst_holders, 63) - sector_demean(delta(inst_holders, 63))","sub(delta(inst_holders, 63), sector_demean(delta(inst_holders, 63)))",63.0,6.0,0.9791094444223876,False,,sector_breadth_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,cash_chg63_secmean,4fd729552310,cc-miner:cc_20260904_pool4,positive,screen,0.0011466829610094,0.0662825486908274,,,,,,,,,,,,,,screen_fail,,"delta(cash_to_assets, 63) - sector_demean(delta(cash_to_assets, 63))","sub(delta(cash_to_assets, 63), sector_demean(delta(cash_to_assets, 63)))",63.0,6.0,0.9839242338385132,False,,sector_cash_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,capex_chg63_secmean,f03ee2e17dba,cc-miner:cc_20260904_pool4,negative,screen,0.0021976339471149,0.1206831320190371,,,,,,,,,,,,,,screen_fail,,"delta(fillna(capex_to_assets, 0), 63) - sector_demean(delta(fillna(capex_to_assets, 0), 63))","sub(delta(fillna(capex_to_assets, 0), 63), sector_demean(delta(fillna(capex_to_assets, 0), 63)))",63.0,8.0,0.8808862966184586,False,,sector_investment_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,accruals_secmean,ad5d0ff56650,cc-miner:cc_20260904_pool4,negative,screen,-0.0048285058487244,-0.3247454368918793,,,,,,,,,,,,,,screen_fail,,accruals - sector_demean(accruals),"sub(accruals, sector_demean(accruals))",0.0,4.0,0.9880207750583804,False,,sector_accruals_level,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,assetgrowth_secmean,c408dbd0140d,cc-miner:cc_20260904_pool4,negative,screen,0.0237316361687511,1.431270293395938,,,,,,,,,,,,,,screen_fail,,asset_growth - sector_demean(asset_growth),"sub(asset_growth, sector_demean(asset_growth))",0.0,4.0,0.9925035100320144,False,,sector_asset_growth_level,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,lev_chg63_secmean,404ede86cf54,cc-miner:cc_20260904_pool4,negative,screen,-0.008953468967114,-0.5856018197338109,,,,,,,,,,,,,,screen_fail,,"delta(leverage, 63) - sector_demean(delta(leverage, 63))","sub(delta(leverage, 63), sector_demean(delta(leverage, 63)))",63.0,6.0,0.9922147670385436,False,,sector_leverage_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,turn_qchg_secmean,058f9a4f941a,cc-miner:cc_20260904_pool4,negative,screen,-0.0322871386827072,-2.164140417542558,,,,,,,,,,,,,,screen_pass,,"(ts_mean(turnover, 60) / delay(ts_mean(turnover, 60), 63) - 1) - sector_demean(ts_mean(turnover, 60) / delay(ts_mean(turnover, 60), 63) - 1)","sub(sub(div(ts_mean(turnover, 60), delay(ts_mean(turnover, 60), 63)), 1), sector_demean(sub(div(ts_mean(turnover, 60), delay(ts_mean(turnover, 60), 63)), 1)))",123.0,16.0,0.9732082594933282,True,,sector_turnover_change,turn_qchg_secmean,True,,0.189,prior:ind_ey_chg,,-2.164140417542558,,,,,False,20.0,,,,,,,,,,,
2026-09-04,wiki_abn60_secmean,38b3e844a7e2,cc-miner:cc_20260904_pool4,negative,screen,0.0014523687847204,0.1173094985809354,,,,,,,,,,,,,,screen_fail,,"(log(fillna(wiki_views, 0)) - ts_mean(log(fillna(wiki_views, 0)), 60)) - sector_demean(log(fillna(wiki_views, 0)) - ts_mean(log(fillna(wiki_views, 0)), 60))","sub(sub(log(fillna(wiki_views, 0)), ts_mean(log(fillna(wiki_views, 0)), 60)), sector_demean(sub(log(fillna(wiki_views, 0)), ts_mean(log(fillna(wiki_views, 0)), 60))))",60.0,18.0,0.9733634588523188,False,,sector_attention_shock,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,mom61_secmean,09f2d74011f4,cc-miner:cc_20260904_pool4,positive,screen,-0.0023949135642118,-0.1319380659314335,,,,,,,,,,,,,,screen_fail,,"delay(ts_sum(returns, 100), 20) - sector_demean(delay(ts_sum(returns, 100), 20))","sub(delay(ts_sum(returns, 100), 20), sector_demean(delay(ts_sum(returns, 100), 20)))",121.0,8.0,0.9991337710195876,False,,sector_momentum_6_1,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,seas105_secmean,db74421321ef,cc-miner:cc_20260904_pool4,positive,screen,0.0192972437439917,1.16289747222081,,,,,,,,,,,,,,screen_fail,,"delay(ts_sum(returns, 21), 105) - sector_demean(delay(ts_sum(returns, 21), 105))","sub(delay(ts_sum(returns, 21), 105), sector_demean(delay(ts_sum(returns, 21), 105)))",127.0,8.0,0.999090459570567,False,,sector_seasonality_105,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,cv_corr20_secmean,c4a1ee030111,cc-miner:cc_20260904_pool4,negative,screen,-0.0003635890616061,-0.0228888128242811,,,,,,,,,,,,,,screen_fail,,"ts_corr(close, volume, 20) - sector_demean(ts_corr(close, volume, 20))","sub(ts_corr(close, volume, 20), sector_demean(ts_corr(close, volume, 20)))",20.0,8.0,0.9998628470781014,False,,sector_price_volume_corr,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,volregime_secmean,9eef69172961,cc-miner:cc_20260904_pool4,negative,screen,0.0078217533424529,0.4909136923742306,,,,,,,,,,,,,,screen_fail,,"(ts_std(returns, 20) / ts_std(returns, 120)) - sector_demean(ts_std(returns, 20) / ts_std(returns, 120))","sub(div(ts_std(returns, 20), ts_std(returns, 120)), sector_demean(div(ts_std(returns, 20), ts_std(returns, 120))))",121.0,12.0,0.9991337710195876,False,,sector_vol_regime,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,insider_bs_ratio120,caf58b468665,cc-miner:cc_20260904_pool4,positive,screen,-0.0067677434663478,-0.6167546065639957,,,,,,,,,,,,,,screen_fail,,"ts_sum(insider_buys, 120) / (1 + ts_sum(insider_sells, 120))","div(ts_sum(insider_buys, 120), add(1, ts_sum(insider_sells, 120)))",120.0,6.0,0.9759585365061376,False,,insider_buy_sell_ratio,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,turn_r20_120_secmean,13231981f85a,cc-miner:cc_20260904_pool4,negative,screen,-0.0339424800217164,-2.395547723544448,,,,,,,,,,,,,,screen_pass,,"(ts_mean(turnover, 20) / ts_mean(turnover, 120) - 1) - sector_demean(ts_mean(turnover, 20) / ts_mean(turnover, 120) - 1)","sub(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1), sector_demean(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1)))",120.0,14.0,0.9733057102536248,True,,sector_turnover_change,turn_r20_120_secmean,True,,0.491,prior:turn_qchg_secmean,-0.0259048305048706,-1.90705031082725,prior:turn_qchg_secmean,,,,False,20.0,,,,,,,,,,,
2026-09-04,insider_cluster60,5bc76491ea0d,cc-miner:cc_20260904_pool4,positive,screen,-0.0086617698982728,-1.1118307198482582,,,,,,,,,,,,,,screen_fail,,"gt(ts_sum(insider_buys, 60), 1)","gt(ts_sum(insider_buys, 60), 1)",60.0,3.0,0.9763916509963438,False,,insider_cluster_buy,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,opm_chg63_secrank,8fe1c219341a,cc-miner:cc_20260904_pool4,positive,screen,-0.0017649628740214,-0.2476775185212706,,,,,,,,,,,,,,screen_fail,,"sector_rank(delta(fillna(op_margin, 0), 63))","sector_rank(delta(fillna(op_margin, 0), 63))",63.0,4.0,0.782442982282008,False,,sector_rank_margin_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
2026-09-04,sp_chg63_secrank,18fedbc2767b,cc-miner:cc_20260904_pool4,positive,screen,0.0036708929079235,0.2792930453795989,,,,,,,,,,,,,,screen_fail,,"sector_rank(delta(sales_to_price, 63))","sector_rank(delta(sales_to_price, 63))",63.0,3.0,0.9100421203841724,False,,sector_rank_sales_yield_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,
